SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
1715D - FRIED RICE MEAL MAKER POWDER,1715 - MEAL MAKER,STAPLE NEED,1.73,1.64,-0.052,71.5,60.67,-0.1515,1.11,1.2,0.0811,5339.0,4832.0,-0.095,5919.0,5786.0,-0.0225,129.0,152.0,0.1783
1715E - FRIED RICE MEAL MAKER PASTE,1715 - MEAL MAKER,STAPLE NEED,1.56,1.21,-0.2244,13.5,6.33,-0.5311,1.08,1.06,-0.0185,9630.0,9311.0,-0.0331,10400.0,9828.0,-0.055,25.0,18.0,-0.28
1716A - FLOUR SEASONING,1716 - FLOUR SEASONING,STAPLE NEED,1.32,1.33,0.0076,119.0,124.33,0.0448,1.2,1.26,0.05,9916.0,10002.0,0.0087,11860.0,12562.0,0.0592,199.0,297.0,0.4925
1716B - SPECIFIC FLOUR SEASONING,1716 - FLOUR SEASONING,STAPLE NEED,1.41,1.47,0.0426,173.5,171.33,-0.0125,1.19,1.28,0.0756,10788.0,11382.0,0.0551,12820.0,14553.0,0.1352,292.0,402.0,0.3767
1717A - SHRIMP PASTE,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.0,1.03,0.03,14.0,11.33,-0.1907,1.0,1.1,0.1,8814.0,9412.0,0.0678,8814.0,10323.0,0.1712,28.0,31.0,0.1071
1717B - PEANUT SAUCE,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.04,1.08,0.0385,11.5,12.0,0.0435,1.15,1.33,0.1565,10065.0,11308.0,0.1235,11575.0,15078.0,0.3026,20.0,27.0,0.35
1717C - OTHER SEASONING (TOPING),"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.33,1.11,-0.1654,4.5,3.0,-0.3333,1.29,1.12,-0.1318,31800.0,26256.0,-0.1743,40886.0,29537.0,-0.2776,7.0,8.0,0.1429
1721A - CHILLI PET 120-200ML,1721 - CHILLI,STAPLE NEED,1.38,1.4,0.0145,172.5,160.33,-0.0706,1.09,1.11,0.0183,12026.0,12080.0,0.0045,13089.0,13450.0,0.0276,317.0,432.0,0.3628
1721B - CHILLI PET & BOTTLE 235-275ML,1721 - CHILLI,STAPLE NEED,1.1,1.05,-0.0455,181.5,197.67,0.0891,1.12,1.19,0.0625,16817.0,16145.0,-0.04,18783.0,19187.0,0.0215,325.0,499.0,0.5354
1721D - CHILLI PACK,1721 - CHILLI,STAPLE NEED,1.22,1.22,0.0,34.5,39.67,0.1499,1.13,1.24,0.0973,14596.0,16787.0,0.1501,16510.0,20809.0,0.2604,61.0,96.0,0.5738
1721E - TRADITIONAL CHILLI,1721 - CHILLI,STAPLE NEED,1.09,1.05,-0.0367,53.5,37.0,-0.3084,1.06,1.07,0.0094,18694.0,18186.0,-0.0272,19805.0,19411.0,-0.0199,101.0,104.0,0.0297
1721F - POWDER CHILLI,1721 - CHILLI,STAPLE NEED,1.07,1.06,-0.0093,57.5,71.67,0.2464,1.02,1.08,0.0588,14618.0,14710.0,0.0063,14877.0,15813.0,0.0629,113.0,200.0,0.7699
1721H - CHILLI PET & BOTTLE 300-400ML,1721 - CHILLI,STAPLE NEED,1.03,1.04,0.0097,105.0,89.67,-0.146,1.08,1.14,0.0556,19218.0,19757.0,0.028,20696.0,22425.0,0.0835,195.0,237.0,0.2154
1722A - TOMATO PET 130-140ML,1722 - TOMATO,STAPLE NEED,1.11,1.0,-0.0991,4.5,6.0,0.3333,1.0,1.06,0.06,9889.0,8978.0,-0.0921,9889.0,9506.0,-0.0387,9.0,17.0,0.8889
1722B - TOMATO BOTTLE 275-340ML,1722 - TOMATO,STAPLE NEED,1.07,1.03,-0.0374,69.5,70.33,0.0119,1.07,1.09,0.0187,13829.0,13355.0,-0.0343,14786.0,14600.0,-0.0126,130.0,193.0,0.4846
1722C - TOMATO SACHET,1722 - TOMATO,STAPLE NEED,1.21,1.28,0.0579,19.5,38.67,0.9831,1.22,1.35,0.1066,8828.0,8524.0,-0.0344,10759.0,11498.0,0.0687,32.0,86.0,1.6875
1722D - STEAK & PASTA SAUCE,1722 - TOMATO,STAPLE NEED,1.11,1.19,0.0721,87.0,72.33,-0.1686,1.09,1.11,0.0183,17459.0,18816.0,0.0777,18986.0,20832.0,0.0972,160.0,196.0,0.225
1723A - SOY SAUCE PET 130-250ML,1723 - SOY SAUCE,STAPLE NEED,1.17,1.13,-0.0342,146.5,193.33,0.3197,1.08,1.21,0.1204,11712.0,11569.0,-0.0122,12616.0,13980.0,0.1081,272.0,480.0,0.7647
1723B - SOY SAUCE BOTTLE 275-340ML,1723 - SOY SAUCE,STAPLE NEED,1.14,1.34,0.1754,120.0,165.0,0.375,1.12,1.31,0.1696,20172.0,22388.0,0.1099,22622.0,29241.0,0.2926,214.0,379.0,0.771
1723C - SOY SAUCE 500-600ML,1723 - SOY SAUCE,STAPLE NEED,2.62,2.72,0.0382,445.5,517.33,0.1612,1.43,1.69,0.1818,67778.0,69036.0,0.0186,96779.0,116460.0,0.2034,624.0,920.0,0.4744
1724A - LIQUID SAUCE SACHET,1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.06,1.05,-0.0094,9.0,7.0,-0.2222,1.0,1.05,0.05,3572.0,3605.0,0.0092,3572.0,3785.0,0.0596,18.0,20.0,0.1111
1724B - LIQUID SAUCE BOTTLE,1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.11,1.09,-0.018,175.5,207.0,0.1795,1.11,1.19,0.0721,19662.0,18887.0,-0.0394,21840.0,22383.0,0.0249,316.0,524.0,0.6582
1724C - VINEGAR,1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.03,1.05,0.0194,19.5,13.67,-0.299,1.11,1.08,-0.027,5377.0,5459.0,0.0153,5991.0,5889.0,-0.017,35.0,38.0,0.0857
1725B - DRESSING SACHET 50-150G,1725 - DRESSING,STAPLE NEED,1.71,1.73,0.0117,94.5,102.33,0.0829,1.11,1.19,0.0721,12851.0,13300.0,0.0349,14204.0,15826.0,0.1142,171.0,258.0,0.5088
1725C - DRESSING BOTTLE,1725 - DRESSING,STAPLE NEED,1.16,1.02,-0.1207,19.0,15.67,-0.1753,1.0,1.09,0.09,40129.0,36751.0,-0.0842,40129.0,40170.0,0.001,38.0,43.0,0.1316
1811A - CANNED MEAT 180-200G,1811 - CANNED MEAT,STAPLE NEED,1.02,1.08,0.0588,21.0,22.0,0.0476,1.17,1.1,-0.0598,23460.0,25738.0,0.0971,27369.0,28312.0,0.0345,36.0,60.0,0.6667
1811B - CANNED MEAT 325-400G,1811 - CANNED MEAT,STAPLE NEED,1.0,1.0,0.0,3.5,4.33,0.2371,1.0,1.18,0.18,39357.0,39454.0,0.0025,39357.0,46627.0,0.1847,7.0,11.0,0.5714
1811C - CANNED MEAT SAC,1811 - CANNED MEAT,STAPLE NEED,1.26,1.22,-0.0317,34.0,28.33,-0.1668,1.55,1.44,-0.071,11393.0,11354.0,-0.0034,17607.0,16358.0,-0.0709,44.0,59.0,0.3409
1812A - CANNED SEAFOOD SARDINES 100-200G,1812 - CANNED SEAFOOD,STAPLE NEED,1.43,1.46,0.021,154.5,141.33,-0.0852,1.17,1.26,0.0769,17101.0,17796.0,0.0406,19940.0,22390.0,0.1229,265.0,337.0,0.2717
1812B - CANNED SEAFOOD SARDINES 300-500G,1812 - CANNED SEAFOOD,STAPLE NEED,1.13,1.05,-0.0708,35.5,37.67,0.0611,1.13,1.08,-0.0442,32972.0,30732.0,-0.0679,37159.0,33073.0,-0.11,63.0,105.0,0.6667
1812D - CANNED SEAFOOD MACKEREL 300-500G,1812 - CANNED SEAFOOD,STAPLE NEED,1.0,1.06,0.06,10.0,10.33,0.033,1.0,1.07,0.07,28390.0,32455.0,0.1432,28390.0,34693.0,0.222,20.0,29.0,0.45
1812E - CANNED SEAFOOD TUNA 100-200G,1812 - CANNED SEAFOOD,STAPLE NEED,1.45,1.06,-0.269,5.5,5.33,-0.0309,1.38,1.0,-0.2754,38373.0,28469.0,-0.2581,52762.0,28469.0,-0.4604,8.0,16.0,1.0
1814A - CANNED FRUIT,1814 - CANNED FRUIT,STAPLE NEED,1.0,1.0,0.0,0.5,0.33,-0.34,1.0,1.0,0.0,22500.0,22500.0,0.0,22500.0,22500.0,0.0,1.0,1.0,0.0
1821A - DRIED MEAT 50-125G,1821 - DRIED MEAT,STAPLE NEED,1.22,1.13,-0.0738,23.0,27.33,0.1883,1.24,1.14,-0.0806,19909.0,18622.0,-0.0646,24751.0,21208.0,-0.1431,37.0,72.0,0.9459
1915A - PASTA,1915 - PASTA,STAPLE NEED,1.21,1.22,0.0083,55.5,68.0,0.2252,1.08,1.21,0.1204,12856.0,12398.0,-0.0356,13854.0,15055.0,0.0867,103.0,168.0,0.6311
1915B - INSTANT PASTA,1915 - PASTA,STAPLE NEED,3.03,2.66,-0.1221,423.5,448.67,0.0594,1.2,1.28,0.0667,12840.0,11691.0,-0.0895,15360.0,14944.0,-0.0271,708.0,1053.0,0.4873
1921A - INSTANT SOUP,1921 - INSTANT SOUP,STAPLE NEED,1.19,1.26,0.0588,15.5,18.0,0.1613,1.0,1.2,0.2,12381.0,12963.0,0.047,12381.0,15556.0,0.2564,31.0,45.0,0.4516
1922A - INSTANT RICE,1922 - INSTANT RICE,STAPLE NEED,1.0,1.86,0.86,1.5,2.33,0.5533,1.0,1.4,0.4,134167.0,73229.0,-0.4542,134167.0,102520.0,-0.2359,3.0,5.0,0.6667
