BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
YEO'S,1154B - RTD TEA TETRAPACK 250-500ML,1154 - RTD TEA,CHILLER,6.33,2.0,-0.684,7.5,1.67,-0.7773,1.25,1.25,0.0,34833.0,11000.0,-0.6842,43542.0,13750.0,-0.6842,12.0,4.0,-0.6667
BONTEH,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,2.87,2.38,-0.1707,26.5,30.33,0.1445,1.13,1.26,0.115,9177.0,7631.0,-0.1685,10349.0,9644.0,-0.0681,47.0,72.0,0.5319
FRESTEA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,3.51,2.12,-0.396,38.5,23.0,-0.4026,1.12,1.1,-0.0179,16487.0,8620.0,-0.4772,18399.0,9440.0,-0.4869,69.0,63.0,-0.087
FRUIT TEA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.11,1.43,0.2883,588.0,112.0,-0.8095,1.2,1.19,-0.0083,4589.0,6071.0,0.3229,5518.0,7234.0,0.311,978.0,282.0,-0.7117
ICHI,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.93,1.88,-0.0259,58.0,82.33,0.4195,1.17,1.39,0.188,6329.0,6163.0,-0.0262,7416.0,8552.0,0.1532,99.0,178.0,0.798
ICHITAN,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.31,1.38,0.0534,24.0,33.33,0.3887,1.07,1.06,-0.0093,6460.0,9340.0,0.4458,6891.0,9936.0,0.4419,45.0,94.0,1.0889
JAVANA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,4.23,4.34,0.026,117.5,120.33,0.0241,1.32,1.44,0.0909,13552.0,13925.0,0.0275,17892.0,20108.0,0.1239,178.0,250.0,0.4045
NU,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.26,1.34,0.0635,43.0,33.0,-0.2326,1.46,1.15,-0.2123,6088.0,6484.0,0.065,8875.0,7464.0,-0.159,59.0,86.0,0.4576
POKKA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.0,1.0,0.0,0.5,0.33,-0.34,1.0,1.0,0.0,8900.0,8500.0,-0.0449,8900.0,8500.0,-0.0449,1.0,1.0,0.0
PROMO MARKETING,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.04,1.3,0.25,122.0,314.67,1.5793,1.18,1.26,0.0678,4684.0,5854.0,0.2498,5522.0,7348.0,0.3307,207.0,752.0,2.6329
PUCUK HARUM,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,2.5,3.47,0.388,347.0,392.67,0.1316,1.32,1.41,0.0682,9578.0,13366.0,0.3955,12637.0,18811.0,0.4886,526.0,837.0,0.5913
S-TEE,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.19,3.71,2.1176,513.0,16.0,-0.9688,1.29,1.3,0.0078,4010.0,12580.0,2.1372,5188.0,16320.0,2.1457,793.0,37.0,-0.9533
SOSRO,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.17,1.59,0.359,787.0,96.67,-0.8772,1.42,1.22,-0.1408,4602.0,6417.0,0.3944,6514.0,7819.0,0.2003,1112.0,238.0,-0.786
TEH GELAS,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,5.39,3.22,-0.4026,71.0,41.67,-0.4131,1.28,1.2,-0.0625,17801.0,10613.0,-0.4038,22773.0,12756.0,-0.4399,111.0,104.0,-0.0631
CHI FOREST,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.11,1.2,0.0811,4.5,40.33,7.9622,1.12,1.27,0.1339,9444.0,10126.0,0.0722,10625.0,12898.0,0.2139,8.0,95.0,10.875
FRESTEA,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,2.66,2.89,0.0865,40.0,85.67,1.1418,1.14,1.29,0.1316,17454.0,18432.0,0.056,19947.0,23805.0,0.1934,70.0,199.0,1.8429
FRUIT TEA,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.22,1.36,0.1148,116.0,117.67,0.0144,1.09,1.26,0.156,9163.0,10012.0,0.0927,9980.0,12578.0,0.2603,213.0,281.0,0.3192
NU,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.54,1.7,0.1039,195.5,170.33,-0.1287,1.15,1.25,0.087,10677.0,11823.0,0.1073,12279.0,14736.0,0.2001,340.0,410.0,0.2059
POKKA,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,,1.0,,,1.0,,,1.5,,,5500.0,,,8250.0,,,2.0,
PROMO MARKETING,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.04,1.48,0.4231,73.0,452.67,5.201,1.11,1.47,0.3243,6663.0,9463.0,0.4202,7370.0,13893.0,0.8851,132.0,925.0,6.0076
PUCUK HARUM,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.15,1.18,0.0261,64.0,76.33,0.1927,1.15,1.31,0.1391,8067.0,8451.0,0.0476,9303.0,11059.0,0.1888,111.0,175.0,0.5766
SOSRO,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,2.65,3.63,0.3698,69.5,53.0,-0.2374,1.16,1.18,0.0172,18501.0,25854.0,0.3974,21430.0,30451.0,0.421,120.0,135.0,0.125
TEBS,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.49,1.44,-0.0336,34.0,37.0,0.0882,1.17,1.31,0.1197,12597.0,12109.0,-0.0387,14769.0,15813.0,0.0707,58.0,85.0,0.4655
POKKA,1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,,1.0,,,0.67,,,1.0,,,8500.0,,,8500.0,,,2.0,
TEBS,1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,1.12,1.28,0.1429,8.5,8.33,-0.02,1.13,1.14,0.0088,6871.0,7944.0,0.1562,7787.0,9027.0,0.1592,15.0,22.0,0.4667
WONG LO KAT,1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,1.4,1.73,0.2357,7.5,8.67,0.156,1.5,1.08,-0.28,20827.0,25431.0,0.2211,31240.0,27550.0,-0.1181,10.0,24.0,1.4
ULTRA,1154I - RTD TEA CARTON,1154 - RTD TEA,CHILLER,2.25,1.27,-0.4356,52.5,3.67,-0.9301,1.81,1.22,-0.326,208495.0,105545.0,-0.4938,377448.0,129000.0,-0.6582,58.0,9.0,-0.8448
FRESTEA,1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.3,1.15,-0.1154,83.5,26.0,-0.6886,1.26,1.24,-0.0159,22113.0,19750.0,-0.1069,27765.0,24452.0,-0.1193,133.0,63.0,-0.5263
PROMO MARKETING,1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.0,1.04,0.04,6.5,24.67,2.7954,1.18,1.12,-0.0508,17000.0,17689.0,0.0405,20091.0,19833.0,-0.0128,11.0,66.0,5.0
PUCUK HARUM,1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.14,1.2,0.0526,51.5,71.0,0.3786,1.16,1.25,0.0776,15311.0,15964.0,0.0426,17719.0,20002.0,0.1288,89.0,170.0,0.9101
ICHITAN,1154K - RTD MILK TEA PET,1154 - RTD TEA,CHILLER,1.38,1.39,0.0072,170.5,156.67,-0.0811,1.12,1.18,0.0536,12646.0,12927.0,0.0222,14138.0,15305.0,0.0825,305.0,397.0,0.3016
NU,1154K - RTD MILK TEA PET,1154 - RTD TEA,CHILLER,2.0,1.17,-0.415,132.0,66.67,-0.4949,1.15,1.19,0.0348,16440.0,9809.0,-0.4033,18870.0,11677.0,-0.3812,230.0,168.0,-0.2696
ITO EN,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,,1.0,,,0.33,,,1.0,,,9500.0,,,9500.0,,,1.0,
PUCUK HARUM,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,2.11,2.06,-0.0237,132.5,162.0,0.2226,1.39,1.35,-0.0288,9469.0,9136.0,-0.0352,13207.0,12334.0,-0.0661,190.0,360.0,0.8947
SOSRO,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,2.66,1.86,-0.3008,91.0,77.33,-0.1502,1.17,1.35,0.1538,9816.0,7919.0,-0.1933,11526.0,10681.0,-0.0733,155.0,172.0,0.1097
ULTRA,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,1.98,2.31,0.1667,40.5,36.0,-0.1111,1.31,1.21,-0.0763,8688.0,9964.0,0.1469,11350.0,12091.0,0.0653,62.0,89.0,0.4355
LOKALATE,1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.09,1.11,0.0183,5.5,11.67,1.1218,1.1,1.3,0.1818,8182.0,8357.0,0.0214,9000.0,10833.0,0.2037,10.0,27.0,1.7
NESCAFE,1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.21,1.12,-0.0744,36.0,25.0,-0.3056,1.2,1.29,0.075,6926.0,6573.0,-0.051,8312.0,8500.0,0.0226,60.0,58.0,-0.0333
OATSIDE,1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.4,1.27,-0.0929,160.0,104.0,-0.35,1.31,1.37,0.0458,11146.0,10208.0,-0.0842,14558.0,13969.0,-0.0405,245.0,228.0,-0.0694
ABC,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.57,1.59,0.0127,254.5,227.33,-0.1068,1.38,1.44,0.0435,7163.0,7164.0,0.0001,9854.0,10308.0,0.0461,370.0,474.0,0.2811
CAFFINO,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.6,1.39,-0.1313,69.0,66.0,-0.0435,1.14,1.39,0.2193,12689.0,11025.0,-0.1311,14472.0,15373.0,0.0623,121.0,142.0,0.1736
F&N,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.15,1.19,0.0348,13.5,28.33,1.0985,1.12,1.15,0.0268,9344.0,9621.0,0.0296,10512.0,11051.0,0.0513,24.0,74.0,2.0833
GOLDA,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.45,2.13,0.469,349.5,380.0,0.0873,1.51,1.56,0.0331,6268.0,8880.0,0.4167,9483.0,13829.0,0.4583,462.0,732.0,0.5844
GOOD DAY,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.35,1.28,-0.0519,271.0,214.67,-0.2079,1.26,1.28,0.0159,10441.0,9868.0,-0.0549,13130.0,12635.0,-0.0377,431.0,503.0,0.1671
HY,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.21,1.68,0.3884,26.5,16.67,-0.3709,1.08,1.19,0.1019,11536.0,16058.0,0.392,12478.0,19117.0,0.5321,49.0,42.0,-0.1429
HYDRO COCO,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,,1.1,,,13.67,,,1.02,,,18110.0,,,18562.0,,,40.0,
ICHITAN,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.27,1.25,-0.0157,40.0,38.33,-0.0418,1.1,1.12,0.0182,12020.0,11660.0,-0.03,13173.0,13018.0,-0.0118,73.0,103.0,0.411
KAPAL API,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.27,1.32,0.0394,98.0,81.67,-0.1666,1.36,1.49,0.0956,7801.0,8089.0,0.0369,10617.0,12084.0,0.1382,144.0,164.0,0.1389
KOPI KENANGAN,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.2,1.28,0.0667,203.0,270.67,0.3333,1.14,1.19,0.0439,10066.0,10101.0,0.0035,11447.0,12062.0,0.0537,357.0,680.0,0.9048
KOPIKO,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.2,1.12,-0.0667,74.0,63.0,-0.1486,1.78,2.01,0.1292,10094.0,9589.0,-0.05,17999.0,19281.0,0.0712,83.0,94.0,0.1325
LUWAK,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.36,1.56,0.1471,71.5,46.67,-0.3473,1.1,1.13,0.0273,9804.0,11222.0,0.1446,10785.0,12670.0,0.1748,130.0,124.0,-0.0462
NESCAFE,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,2.16,1.67,-0.2269,490.0,507.33,0.0354,1.28,1.26,-0.0156,16897.0,13462.0,-0.2033,21618.0,16975.0,-0.2148,766.0,1207.0,0.5757
POLARIS,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.64,1.43,-0.128,23.5,33.67,0.4328,1.31,1.55,0.1832,11343.0,10695.0,-0.0571,14808.0,16618.0,0.1222,36.0,65.0,0.8056
STARBUCKS,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.31,1.37,0.0458,37.5,31.33,-0.1645,1.07,1.08,0.0093,20125.0,20884.0,0.0377,21563.0,22564.0,0.0464,70.0,87.0,0.2429
TORA CAFE,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.35,1.09,-0.1926,30.0,11.33,-0.6223,1.11,1.1,-0.009,7902.0,6585.0,-0.1667,8780.0,7223.0,-0.1773,54.0,31.0,-0.4259
MUSTIKA RATU,1231C - TRADITIONAL DRINK TETRAPACK,1231 - TRADITIONAL DRINK,CHILLER,1.14,1.17,0.0263,3.5,2.0,-0.4286,1.0,1.0,0.0,10500.0,11517.0,0.0969,10500.0,11517.0,0.0969,7.0,6.0,-0.1429
L-MEN,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,1.48,1.41,-0.0473,13.5,33.67,1.4941,1.08,1.23,0.1389,23115.0,22248.0,-0.0375,24964.0,27402.0,0.0977,25.0,82.0,2.28
MILO,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,1.0,1.36,0.36,0.5,46.67,92.34,1.0,1.12,0.12,16200.0,19773.0,0.2206,16200.0,22146.0,0.367,1.0,125.0,124.0
NUTRIVE,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,2.7,2.77,0.0259,85.5,97.33,0.1384,1.35,1.39,0.0296,24897.0,25407.0,0.0205,33523.0,35327.0,0.0538,127.0,210.0,0.6535
PRENAGEN,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,6.0,2.0,-0.6667,0.5,3.67,6.34,1.0,1.0,0.0,59400.0,20018.0,-0.663,59400.0,20018.0,-0.663,1.0,11.0,10.0
BEBELAC,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.19,1.65,0.3866,51.0,118.0,1.3137,1.19,1.35,0.1345,7355.0,9703.0,0.3192,8723.0,13060.0,0.4972,86.0,263.0,2.0581
CIMORY,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.69,1.74,0.0296,65.5,76.33,0.1653,1.17,1.26,0.0769,6224.0,6076.0,-0.0238,7279.0,7645.0,0.0503,112.0,182.0,0.625
DANCOW,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.54,2.83,0.1142,101.5,70.67,-0.3037,1.38,1.32,-0.0435,8908.0,9965.0,0.1187,12302.0,13203.0,0.0732,147.0,160.0,0.0884
DIAMOND,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.46,1.59,0.089,49.0,30.33,-0.381,1.17,1.2,0.0256,5720.0,6352.0,0.1105,6674.0,7605.0,0.1395,84.0,76.0,-0.0952
FRISIAN FLAG,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.48,1.62,0.0946,58.5,32.0,-0.453,1.05,1.04,-0.0095,5553.0,6042.0,0.0881,5853.0,6304.0,0.0771,111.0,92.0,-0.1712
GREENFIELDS,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,3.02,3.44,0.1391,454.5,475.33,0.0458,1.4,1.62,0.1571,10793.0,12201.0,0.1305,15163.0,19817.0,0.3069,647.0,878.0,0.357
INDOMILK,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.19,2.63,0.2009,318.5,348.0,0.0926,1.31,1.35,0.0305,9808.0,16109.0,0.6424,12882.0,21673.0,0.6824,485.0,776.0,0.6
LACTOGROW,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.48,2.52,0.0161,27.0,63.67,1.3581,1.35,1.36,0.0074,15881.0,16296.0,0.0261,21440.0,22233.0,0.037,40.0,140.0,2.5
PEDIASURE,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.59,2.38,-0.0811,58.0,39.0,-0.3276,1.81,1.54,-0.1492,33947.0,33011.0,-0.0276,61530.0,50820.0,-0.1741,64.0,76.0,0.1875
REAL GOOD,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,5.32,6.07,0.141,133.5,211.0,0.5805,1.18,1.23,0.0424,17601.0,20270.0,0.1516,20703.0,24915.0,0.2034,227.0,515.0,1.2687
SARI CHOCO,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.12,1.03,-0.0804,13.0,10.33,-0.2054,1.18,1.03,-0.1271,4592.0,4145.0,-0.0973,5427.0,4283.0,-0.2108,22.0,30.0,0.3636
ULTRA,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.6,2.7,0.0385,684.0,655.67,-0.0414,1.44,1.6,0.1111,10843.0,11008.0,0.0152,15614.0,17604.0,0.1274,950.0,1230.0,0.2947
VIDORAN,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.33,2.98,0.279,116.5,109.33,-0.0615,1.42,1.5,0.0563,8102.0,10413.0,0.2852,11511.0,15596.0,0.3549,164.0,219.0,0.3354
BEBELAC,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.58,0.58,38.0,65.0,0.7105,1.17,1.38,0.1795,9700.0,15054.0,0.552,11342.0,20819.0,0.8356,65.0,141.0,1.1692
BINGGRAE,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.14,1.42,0.2456,3.5,6.33,0.8086,1.0,1.06,0.06,22829.0,28416.0,0.2447,22829.0,29994.0,0.3139,7.0,18.0,1.5714
DANCOW,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.84,1.64,-0.4225,38.5,34.67,-0.0995,1.51,1.55,0.0265,19340.0,11122.0,-0.4249,29200.0,17264.0,-0.4088,51.0,67.0,0.3137
DIAMOND,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.73,1.4,-0.1908,24.5,26.0,0.0612,1.09,1.07,-0.0183,10253.0,8263.0,-0.1941,11164.0,8829.0,-0.2092,45.0,73.0,0.6222
GREENFIELDS,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.93,1.71,-0.114,74.5,5.67,-0.9239,1.2,1.55,0.2917,13605.0,11088.0,-0.185,16348.0,17136.0,0.0482,124.0,11.0,-0.9113
HILO,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.91,2.14,0.1204,59.5,54.33,-0.0869,1.23,1.24,0.0081,22112.0,24430.0,0.1048,27127.0,30398.0,0.1206,97.0,131.0,0.3505
INDOMILK,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.52,1.56,0.0263,147.0,129.33,-0.1202,1.23,1.28,0.0407,8118.0,8254.0,0.0168,9986.0,10535.0,0.055,239.0,304.0,0.272
MILK LIFE,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.18,1.83,0.5508,106.5,39.67,-0.6275,1.12,1.13,0.0089,7916.0,12337.0,0.5585,8828.0,13982.0,0.5838,191.0,105.0,-0.4503
MILO,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.49,1.26,-0.1544,155.0,109.67,-0.2925,1.14,1.14,0.0,9558.0,8139.0,-0.1485,10854.0,9297.0,-0.1434,273.0,288.0,0.0549
SARI CHOCO,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.01,1.0,-0.0099,33.5,7.33,-0.7812,1.03,1.05,0.0194,6421.0,6427.0,0.0009,6618.0,6733.0,0.0174,65.0,21.0,-0.6769
ULTRA,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.68,1.81,0.0774,748.5,850.67,0.1365,1.25,1.35,0.08,10572.0,11269.0,0.0659,13233.0,15241.0,0.1517,1196.0,1887.0,0.5778
VIDORAN,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.68,2.98,0.1119,20.0,54.33,1.7165,1.14,1.12,-0.0175,13332.0,14857.0,0.1144,15237.0,16701.0,0.0961,35.0,145.0,3.1429
CIMORY,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.74,1.7,-0.023,821.5,937.67,0.1414,1.26,1.37,0.0873,13206.0,12624.0,-0.0441,16589.0,17339.0,0.0452,1308.0,2048.0,0.5657
FRISIAN FLAG,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.82,1.68,-0.0769,1216.0,918.33,-0.2448,1.35,1.35,0.0,12874.0,12062.0,-0.0631,17394.0,16330.0,-0.0612,1800.0,2035.0,0.1306
GREENFIELDS,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.61,1.73,0.0745,220.0,161.33,-0.2667,1.25,1.25,0.0,12829.0,13811.0,0.0765,16037.0,17318.0,0.0799,352.0,386.0,0.0966
ULTRA,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.59,1.48,-0.0692,681.5,725.0,0.0638,1.27,1.32,0.0394,12634.0,11511.0,-0.0889,15989.0,15156.0,-0.0521,1077.0,1652.0,0.5339
CHIL-GO,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.14,1.33,0.1667,3.5,3.0,-0.1429,1.4,1.29,-0.0786,211714.0,260000.0,0.2281,296400.0,334286.0,0.1278,5.0,7.0,0.4
DANCOW,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.33,1.0,-0.2481,1.5,3.33,1.22,1.0,1.0,0.0,201333.0,125000.0,-0.3791,201333.0,125000.0,-0.3791,3.0,10.0,2.3333
DIAMOND,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,,1.0,,,1.67,,,1.0,,,126600.0,,,126600.0,,,5.0,
FRISIAN FLAG,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.26,1.05,-0.1667,11.5,7.33,-0.3626,1.15,1.29,0.1217,131752.0,108523.0,-0.1763,151515.0,140441.0,-0.0731,20.0,17.0,-0.15
GREENFIELDS,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.62,1.97,0.216,216.5,199.67,-0.0777,1.92,2.02,0.0521,195448.0,232827.0,0.1912,376130.0,469574.0,0.2484,225.0,297.0,0.32
LACTOGROW,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.0,0.0,1.0,0.33,-0.67,1.0,1.0,0.0,211400.0,212100.0,0.0033,211400.0,212100.0,0.0033,2.0,1.0,-0.5
MILK LIFE,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.08,1.0,-0.0741,6.5,2.0,-0.6923,1.08,1.0,-0.0741,114731.0,108667.0,-0.0529,124292.0,108667.0,-0.1257,12.0,6.0,-0.5
MILO,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.25,0.25,3.5,5.33,0.5229,1.0,1.23,0.23,112714.0,140750.0,0.2487,112714.0,173231.0,0.5369,7.0,13.0,0.8571
ULTRA,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.15,1.12,-0.0261,87.5,79.0,-0.0971,1.4,1.44,0.0286,152703.0,147191.0,-0.0361,213784.0,211420.0,-0.0111,125.0,165.0,0.32
VIDORAN,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.1,0.1,1.5,9.67,5.4467,1.0,1.38,0.38,114333.0,129483.0,0.1325,114333.0,178810.0,0.5639,3.0,21.0,6.0
BEAR BRAND,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.92,3.35,0.1473,1023.5,881.0,-0.1392,1.32,1.43,0.0833,39248.0,40057.0,0.0206,51967.0,57414.0,0.1048,1546.0,1844.0,0.1928
COLLAGENA,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.01,1.86,-0.0746,183.0,143.67,-0.2149,1.4,1.31,-0.0643,25145.0,23321.0,-0.0725,35261.0,30551.0,-0.1336,261.0,329.0,0.2605
ENTRASOL,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.27,3.25,0.4317,25.5,58.33,1.2875,1.06,1.26,0.1887,22745.0,32514.0,0.4295,24167.0,40935.0,0.6938,48.0,139.0,1.8958
GOODNES,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.59,1.64,0.0314,76.0,69.0,-0.0921,1.12,1.2,0.0714,15703.0,16257.0,0.0353,17551.0,19566.0,0.1148,136.0,172.0,0.2647
