CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH,PENETRATION_BEFORE,PENETRATION_AFTER,PENETRATION_GROWTH
2312 - CHINESE PRESERVED FRUIT,BISC & CONFECTIONARY,1.0,1.0,0.0,0.5,0.33,-0.34,1.0,1.0,0.0,34900.0,35900.0,0.0287,34900.0,35900.0,0.0287,1.0,1.0,0.0,0.0,0.0,
2322 - CAN & BOTTLE CANDY,BISC & CONFECTIONARY,1.18,1.03,-0.1271,57.0,48.0,-0.1579,1.04,1.05,0.0096,17521.0,12602.0,-0.2807,18158.0,13246.0,-0.2705,110.0,137.0,0.2455,0.0044,0.0041,-0.0682
2323 - BAG CANDY,BISC & CONFECTIONARY,1.24,1.28,0.0323,1936.0,1869.67,-0.0343,1.21,1.29,0.0661,14511.0,15078.0,0.0391,17586.0,19397.0,0.103,3195.0,4360.0,0.3646,0.1265,0.13,0.0277
2324 - MARSHMALLOW,BISC & CONFECTIONARY,1.14,1.15,0.0088,324.0,329.0,0.0154,1.15,1.21,0.0522,12039.0,12176.0,0.0114,13808.0,14728.0,0.0666,565.0,816.0,0.4442,0.0224,0.0243,0.0848
2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.51,1.51,0.0,2873.5,2801.67,-0.025,1.32,1.43,0.0833,19042.0,19099.0,0.003,25216.0,27272.0,0.0815,4340.0,5886.0,0.3562,0.1719,0.1756,0.0215
2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,1.4,1.27,-0.0929,1104.5,946.33,-0.1432,1.24,1.28,0.0323,14383.0,13869.0,-0.0357,17830.0,17801.0,-0.0016,1782.0,2212.0,0.2413,0.0706,0.066,-0.0652
1211 - INSTANT TEA,BREAKFAST,1.38,1.22,-0.1159,126.5,105.33,-0.1674,1.23,1.31,0.065,21470.0,21642.0,0.008,26497.0,28260.0,0.0665,205.0,242.0,0.1805,0.0121,0.0107,-0.1157
1212 - BAG TEA,BREAKFAST,1.36,1.32,-0.0294,1064.5,1117.0,0.0493,1.17,1.26,0.0769,13558.0,13124.0,-0.032,15895.0,16589.0,0.0437,1816.0,2651.0,0.4598,0.107,0.1176,0.0991
1213 - LEAF TEA,BREAKFAST,1.46,1.37,-0.0616,260.0,255.0,-0.0192,1.44,1.5,0.0417,12544.0,12097.0,-0.0356,18069.0,18145.0,0.0042,361.0,510.0,0.4127,0.0213,0.0226,0.061
1221 - INSTANT COFFEE MIX,BREAKFAST,1.3,1.31,0.0077,2579.5,2625.0,0.0176,1.47,1.67,0.1361,21738.0,21157.0,-0.0267,31960.0,35255.0,0.1031,3509.0,4726.0,0.3468,0.2067,0.2097,0.0145
1222 - COFFEE MIX,BREAKFAST,1.72,1.75,0.0174,1351.5,1297.0,-0.0403,1.4,1.54,0.1,22618.0,23713.0,0.0484,31726.0,36599.0,0.1536,1927.0,2521.0,0.3083,0.1135,0.1118,-0.015
1223 - PURE COFFEE,BREAKFAST,1.31,1.3,-0.0076,2822.0,2908.0,0.0305,1.46,1.62,0.1096,27336.0,26355.0,-0.0359,39846.0,42673.0,0.0709,3872.0,5388.0,0.3915,0.2281,0.239,0.0478
1224 - POWDER CREAMER & CHOCOLATE DRINK,BREAKFAST,1.27,1.25,-0.0157,464.0,428.33,-0.0769,1.26,1.31,0.0397,18072.0,17655.0,-0.0231,22817.0,23173.0,0.0156,735.0,979.0,0.332,0.0433,0.0434,0.0023
1321 - CEREAL,BREAKFAST,1.32,1.32,0.0,2531.5,2377.33,-0.0609,1.3,1.39,0.0692,24684.0,25352.0,0.0271,32111.0,35253.0,0.0978,3892.0,5129.0,0.3178,0.2293,0.2276,-0.0074
1411 - DIETATIC BEVERAGE,BREAKFAST,1.06,1.08,0.0189,108.0,119.0,0.1019,1.11,1.12,0.009,22779.0,25046.0,0.0995,25232.0,27942.0,0.1074,195.0,320.0,0.641,0.0115,0.0142,0.2348
1412 - DIETATIC SUGAR,BREAKFAST,1.1,1.08,-0.0182,152.5,156.33,0.0251,1.17,1.26,0.0769,54194.0,52293.0,-0.0351,63330.0,65928.0,0.041,261.0,372.0,0.4253,0.0154,0.0165,0.0714
2021 - SWEETENED CONDENSED MILK,BREAKFAST,1.68,1.75,0.0417,4793.0,5379.0,0.1223,1.49,1.72,0.1544,27015.0,28852.0,0.068,40288.0,49641.0,0.2322,6428.0,9379.0,0.4591,0.3787,0.4161,0.0988
1111 - ENERGY DRINK,CHILLER,1.47,1.35,-0.0816,212.0,179.0,-0.1557,1.23,1.38,0.122,11667.0,10890.0,-0.0666,14381.0,15033.0,0.0453,344.0,389.0,0.1308,0.0141,0.0131,-0.0709
1112 - CARBONATED DRINK,CHILLER,1.37,1.59,0.1606,5155.0,2221.0,-0.5692,1.92,1.54,-0.1979,11342.0,12059.0,0.0632,21792.0,18608.0,-0.1461,5366.0,4318.0,-0.1953,0.2198,0.1453,-0.3389
1113 - MINERAL WATER,CHILLER,3.32,3.35,0.009,5879.0,5876.33,-0.0005,1.68,1.86,0.1071,13714.0,14609.0,0.0653,23051.0,27107.0,0.176,6995.0,9501.0,0.3583,0.2865,0.3197,0.1159
1114 - ISOTONIC DRINK,CHILLER,1.47,1.55,0.0544,1813.0,1822.33,0.0051,1.31,1.41,0.0763,14408.0,16404.0,0.1385,18915.0,23131.0,0.2229,2762.0,3877.0,0.4037,0.1131,0.1305,0.1538
1115 - REMEDIES DRINK,CHILLER,1.69,1.67,-0.0118,1578.0,1695.0,0.0741,1.31,1.4,0.0687,13796.0,13849.0,0.0038,18007.0,19357.0,0.075,2418.0,3638.0,0.5045,0.099,0.1224,0.2364
1116 - VITAMIN DRINK,CHILLER,1.69,1.65,-0.0237,1107.5,988.67,-0.1073,1.27,1.36,0.0709,13369.0,13148.0,-0.0165,17019.0,17922.0,0.0531,1740.0,2176.0,0.2506,0.0713,0.0732,0.0266
1117 - YOGHURT BEVERAGE,CHILLER,1.63,1.77,0.0859,384.5,397.33,0.0334,1.22,1.31,0.0738,13146.0,14510.0,0.1038,16022.0,19027.0,0.1876,631.0,909.0,0.4406,0.0258,0.0306,0.186
1118 - CARBONATED MALT,CHILLER,12.27,11.16,-0.0905,240.5,298.67,0.2419,1.62,1.62,0.0,111752.0,101717.0,-0.0898,180986.0,165106.0,-0.0877,297.0,552.0,0.8586,0.0122,0.0186,0.5246
1121 - DESSERT,CHILLER,1.24,1.55,0.25,239.0,115.67,-0.516,1.17,1.21,0.0342,10582.0,13257.0,0.2528,12397.0,16085.0,0.2975,408.0,286.0,-0.299,0.0167,0.0096,-0.4251
1151 - RTD JUICE,CHILLER,1.32,1.59,0.2045,3840.5,1120.33,-0.7083,1.74,1.3,-0.2529,10465.0,14487.0,0.3843,18165.0,18807.0,0.0353,4425.0,2589.0,-0.4149,0.1812,0.0871,-0.5193
1154 - RTD TEA,CHILLER,1.95,2.28,0.1692,4353.0,3014.67,-0.3075,1.62,1.65,0.0185,12356.0,11946.0,-0.0332,19983.0,19752.0,-0.0116,5383.0,5470.0,0.0162,0.2205,0.1841,-0.1651
1156 - RTD COFFEE,CHILLER,1.65,1.65,0.0,2120.0,2044.33,-0.0357,1.56,1.64,0.0513,11558.0,11176.0,-0.0331,18036.0,18303.0,0.0148,2717.0,3745.0,0.3784,0.1113,0.126,0.1321
1231 - TRADITIONAL DRINK,CHILLER,1.14,1.17,0.0263,3.5,2.0,-0.4286,1.0,1.0,0.0,10500.0,11517.0,0.0969,10500.0,11517.0,0.0969,7.0,6.0,-0.1429,0.0003,0.0002,-0.3333
2022 - SPECIALTY LIQUID MILK,CHILLER,2.54,2.15,-0.1535,100.0,180.33,0.8033,1.3,1.3,0.0,24785.0,23390.0,-0.0563,32189.0,30492.0,-0.0527,154.0,415.0,1.6948,0.0063,0.014,1.2222
2023 - TETRAPACK LIQUID MILK,CHILLER,2.24,2.41,0.0759,6081.0,5914.0,-0.0275,1.67,1.86,0.1138,22508.0,23883.0,0.0611,37540.0,44365.0,0.1818,7292.0,9551.0,0.3098,0.2987,0.3214,0.076
2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.34,2.75,0.1752,2144.5,2402.33,0.1202,1.39,1.52,0.0935,27351.0,25780.0,-0.0574,37976.0,39214.0,0.0326,3089.0,4738.0,0.5338,0.1265,0.1594,0.2601
2025 - PLANT BASED LIQUID MILK,CHILLER,1.59,1.55,-0.0252,725.0,854.33,0.1784,1.41,1.49,0.0567,14465.0,15178.0,0.0493,20403.0,22591.0,0.1072,1028.0,1722.0,0.6751,0.0421,0.0579,0.3753
6212 - YOGHURT,CHILLER,2.14,2.22,0.0374,2842.5,2761.67,-0.0284,1.48,1.6,0.0811,14584.0,14487.0,-0.0067,21574.0,23233.0,0.0769,3843.0,5166.0,0.3443,0.1574,0.1738,0.1042
6218 - PUDDING,CHILLER,1.57,1.53,-0.0255,192.5,318.67,0.6554,1.14,1.28,0.1228,11606.0,11641.0,0.003,13220.0,14858.0,0.1239,338.0,749.0,1.216,0.0138,0.0252,0.8261
6226 - CHILLED MEAT BALLS,CHILLER,1.46,1.39,-0.0479,664.0,530.67,-0.2008,1.28,1.29,0.0078,12890.0,12358.0,-0.0413,16476.0,15917.0,-0.0339,1039.0,1236.0,0.1896,0.0426,0.0416,-0.0235
6227 - CHILLED SAUSAGES,CHILLER,1.75,1.77,0.0114,2859.5,2799.0,-0.0212,1.44,1.54,0.0694,15792.0,15856.0,0.0041,22738.0,24452.0,0.0754,3972.0,5445.0,0.3708,0.1627,0.1832,0.126
6234 - FROZEN SEAFOOD,CHILLER,1.17,1.2,0.0256,39.0,41.0,0.0513,1.18,1.28,0.0847,32276.0,31782.0,-0.0153,38144.0,40721.0,0.0676,66.0,96.0,0.4545,0.0027,0.0032,0.1852
6521 - LOCAL FRUIT,CHILLER,1.3,1.4,0.0769,5.0,3.33,-0.334,1.0,1.0,0.0,7800.0,8400.0,0.0769,7800.0,8400.0,0.0769,10.0,10.0,0.0,0.0004,0.0003,-0.25
6524 - SEASONAL FRUIT,CHILLER,1.0,,,0.5,,,1.0,,,41900.0,,,41900.0,,,1.0,,,0.0,,
3511 - FLOOR CLEANER,HOUSE HOLD,1.58,1.62,0.0253,3910.5,4067.67,0.0402,1.32,1.5,0.1364,23902.0,24116.0,0.009,31492.0,36157.0,0.1481,5936.0,8139.0,0.3711,0.183,0.1999,0.0923
3512 - GLASS CLEANER,HOUSE HOLD,1.48,1.48,0.0,295.5,299.0,0.0118,1.15,1.2,0.0435,9766.0,9740.0,-0.0027,11273.0,11680.0,0.0361,512.0,748.0,0.4609,0.0158,0.0184,0.1646
3513 - TOILET CLEANER,HOUSE HOLD,1.34,1.34,0.0,1649.5,1634.33,-0.0092,1.18,1.28,0.0847,24647.0,25716.0,0.0434,29102.0,32844.0,0.1286,2794.0,3839.0,0.374,0.0861,0.0943,0.0952
3514 - KITCHEN CLEANER,HOUSE HOLD,1.13,1.13,0.0,70.0,65.0,-0.0714,1.04,1.08,0.0385,24792.0,25161.0,0.0149,25710.0,27107.0,0.0543,135.0,181.0,0.3407,0.0042,0.0044,0.0476
3516 - DISHWASHING CLEANER,HOUSE HOLD,1.86,1.87,0.0054,11795.0,11711.33,-0.0071,1.51,1.76,0.1656,20903.0,21273.0,0.0177,31500.0,37418.0,0.1879,15654.0,19974.0,0.276,0.4825,0.4905,0.0166
3611 - AEROSOL INSECTICIDES,HOUSE HOLD,1.21,1.2,-0.0083,2406.0,2891.33,0.2017,1.23,1.39,0.1301,42531.0,41776.0,-0.0178,52183.0,57988.0,0.1112,3922.0,6249.0,0.5933,0.1209,0.1535,0.2696
3612 - COIL INSECTICIDES,HOUSE HOLD,1.51,1.5,-0.0066,413.0,494.33,0.1969,1.42,1.54,0.0845,8233.0,8440.0,0.0251,11684.0,12970.0,0.1101,582.0,965.0,0.6581,0.0179,0.0237,0.324
3613 - LIQUID INSECTICIDES,HOUSE HOLD,1.0,1.0,0.0,2.0,1.0,-0.5,1.0,1.5,0.5,40225.0,36367.0,-0.0959,40225.0,54550.0,0.3561,4.0,2.0,-0.5,0.0001,0.0,-1.0
3614 - LOTION INSECTICIDES,HOUSE HOLD,1.2,1.23,0.025,434.5,386.0,-0.1116,1.13,1.16,0.0265,16527.0,17272.0,0.0451,18725.0,20001.0,0.0681,767.0,1000.0,0.3038,0.0236,0.0246,0.0424
3615 - ELECTRIC INSECTICIDES,HOUSE HOLD,1.25,1.29,0.032,1389.0,1523.33,0.0967,1.32,1.44,0.0909,24513.0,23842.0,-0.0274,32258.0,34339.0,0.0645,2111.0,3173.0,0.5031,0.0651,0.0779,0.1966
3616 - OTHERS INSECTICIDES,HOUSE HOLD,1.37,1.38,0.0073,319.0,322.33,0.0104,1.16,1.2,0.0345,25858.0,25968.0,0.0043,29941.0,31194.0,0.0418,551.0,805.0,0.461,0.017,0.0198,0.1647
3621 - TOILET NAPHTHALENE,HOUSE HOLD,1.23,1.27,0.0325,510.5,457.67,-0.1035,1.13,1.21,0.0708,30382.0,31263.0,0.029,34201.0,37918.0,0.1087,907.0,1132.0,0.2481,0.028,0.0278,-0.0071
3622 - CABINET NAPHTHALENE,HOUSE HOLD,1.2,1.22,0.0167,333.5,311.67,-0.0655,1.1,1.13,0.0273,28323.0,30279.0,0.0691,31123.0,34233.0,0.0999,607.0,827.0,0.3624,0.0187,0.0203,0.0856
3623 - AEROSOL AIR FRESHENER,HOUSE HOLD,1.2,1.2,0.0,661.5,561.33,-0.1514,1.14,1.19,0.0439,41854.0,41409.0,-0.0106,47735.0,49246.0,0.0317,1160.0,1416.0,0.2207,0.0358,0.0348,-0.0279
3624 - GEL AIR FRESHENER,HOUSE HOLD,1.48,1.42,-0.0405,1441.0,1632.67,0.133,1.2,1.26,0.05,18643.0,17660.0,-0.0527,22350.0,22288.0,-0.0028,2404.0,3881.0,0.6144,0.0741,0.0953,0.2861
3711 - POWDER DETERGENT,HOUSE HOLD,1.54,1.5,-0.026,5590.5,5521.33,-0.0124,1.45,1.68,0.1586,36338.0,35484.0,-0.0235,52821.0,59695.0,0.1301,7692.0,9846.0,0.28,0.2371,0.2418,0.0198
3712 - CREAM DETERGENT,HOUSE HOLD,1.54,1.56,0.013,563.0,612.33,0.0876,1.24,1.38,0.1129,10527.0,9906.0,-0.059,13055.0,13713.0,0.0504,908.0,1327.0,0.4615,0.028,0.0326,0.1643
3714 - LIQUID DETERGENT,HOUSE HOLD,1.88,1.89,0.0053,9194.5,9475.67,0.0306,1.59,1.88,0.1824,38026.0,38418.0,0.0103,60308.0,72397.0,0.2005,11595.0,15085.0,0.301,0.3574,0.3705,0.0367
3715 - MATIC POWDER DETERGENT,HOUSE HOLD,1.3,1.28,-0.0154,10.0,15.67,0.567,1.05,1.47,0.4,92970.0,103877.0,0.1173,97863.0,152569.0,0.559,19.0,32.0,0.6842,0.0006,0.0008,0.3333
3716 - MATIC LIQUID DETERGENT,HOUSE HOLD,1.65,1.74,0.0545,195.5,221.0,0.1304,1.37,1.54,0.1241,67507.0,70056.0,0.0378,92291.0,107766.0,0.1677,286.0,431.0,0.507,0.0088,0.0106,0.2045
3721 - BLEACH,HOUSE HOLD,1.19,1.19,0.0,846.5,836.33,-0.012,1.23,1.3,0.0569,31374.0,30582.0,-0.0252,38574.0,39613.0,0.0269,1377.0,1937.0,0.4067,0.0424,0.0476,0.1226
3722 - CONCENTRATE FABRIC CONDITIONER,HOUSE HOLD,1.68,1.58,-0.0595,3261.0,3594.33,0.1022,1.52,1.79,0.1776,39540.0,36405.0,-0.0793,60015.0,65121.0,0.0851,4297.0,6028.0,0.4028,0.1325,0.148,0.117
3723 - DILUTE FABRIC CONDITIONER,HOUSE HOLD,1.95,1.98,0.0154,4345.0,4058.67,-0.0659,1.53,1.77,0.1569,24013.0,24560.0,0.0228,36810.0,43384.0,0.1786,5669.0,6893.0,0.2159,0.1747,0.1693,-0.0309
3724 - IRONING,HOUSE HOLD,2.6,2.7,0.0385,3357.0,3520.0,0.0486,1.34,1.52,0.1343,15124.0,15501.0,0.0249,20264.0,23584.0,0.1638,5011.0,6941.0,0.3852,0.1545,0.1705,0.1036
4251 - CLEANING EQUIPMENT,HOUSE HOLD,1.22,1.22,0.0,1099.5,928.0,-0.156,1.13,1.15,0.0177,12996.0,12987.0,-0.0007,14679.0,14909.0,0.0157,1947.0,2425.0,0.2455,0.06,0.0596,-0.0067
3111 - ANALGESIC,MEDICINE & BABY CARE,1.19,1.3,0.0924,63.0,300.0,3.7619,1.07,1.16,0.0841,10967.0,13306.0,0.2133,11710.0,15412.0,0.3161,118.0,777.0,5.5847,0.0115,0.057,3.9565
3112 - ANALGESIC & COLD REMEDIES,MEDICINE & BABY CARE,1.25,1.23,-0.016,30.5,166.0,4.4426,1.03,1.1,0.068,5531.0,7827.0,0.4151,5719.0,8605.0,0.5046,59.0,453.0,6.678,0.0057,0.0333,4.8421
3113 - ANTACIDS,MEDICINE & BABY CARE,1.91,1.48,-0.2251,118.5,147.33,0.2433,1.09,1.09,0.0,10262.0,11787.0,0.1486,11207.0,12863.0,0.1478,217.0,405.0,0.8664,0.0211,0.0297,0.4076
3114 - KIDS COUGH MEDICINE,MEDICINE & BABY CARE,1.25,1.01,-0.192,2.0,24.33,11.165,1.33,1.06,-0.203,113250.0,21460.0,-0.8105,151000.0,22704.0,-0.8496,3.0,69.0,22.0,0.0003,0.0051,16.0
3115 - ADULT COUGH MEDICINE,MEDICINE & BABY CARE,1.48,1.32,-0.1081,290.5,371.33,0.2782,1.18,1.22,0.0339,20861.0,22226.0,0.0654,24585.0,27178.0,0.1055,493.0,911.0,0.8479,0.0478,0.0669,0.3996
3116 - DIARRHEA & CONSTIPATION,MEDICINE & BABY CARE,1.53,1.48,-0.0327,127.0,143.67,0.1313,1.2,1.31,0.0917,25019.0,22109.0,-0.1163,30118.0,29052.0,-0.0354,211.0,328.0,0.5545,0.0205,0.0241,0.1756
3118 - ADULT VITAMINS/SUPLEMENT,MEDICINE & BABY CARE,1.51,1.51,0.0,578.0,618.33,0.0698,1.22,1.28,0.0492,24156.0,25728.0,0.0651,29363.0,32824.0,0.1179,951.0,1454.0,0.5289,0.0923,0.1068,0.1571
3119 - ATHELMINTICS,MEDICINE & BABY CARE,1.0,1.18,0.18,1.5,22.67,14.1133,1.0,1.1,0.1,22633.0,28153.0,0.2439,22633.0,30877.0,0.3642,3.0,62.0,19.6667,0.0003,0.0046,14.3333
3121 - PLESTER,MEDICINE & BABY CARE,1.75,1.52,-0.1314,693.0,756.67,0.0919,1.16,1.23,0.0603,20426.0,17854.0,-0.1259,23651.0,21966.0,-0.0712,1197.0,1845.0,0.5414,0.1162,0.1355,0.1661
3123 - ANTISEPTIC,MEDICINE & BABY CARE,1.23,1.16,-0.0569,37.5,53.67,0.4312,1.14,1.13,-0.0088,35443.0,30067.0,-0.1517,40276.0,33852.0,-0.1595,66.0,143.0,1.1667,0.0064,0.0105,0.6406
3124 - EYE DROPS,MEDICINE & BABY CARE,,1.03,,,42.33,,,1.02,,,19928.0,,,20410.0,,,124.0,,,0.0091,
"3125 - SALVE, BALM, CREAM & LIQ MEDICINE",MEDICINE & BABY CARE,1.12,1.05,-0.0625,195.5,226.33,0.1577,1.1,1.11,0.0091,29571.0,26497.0,-0.104,32478.0,29398.0,-0.0948,356.0,612.0,0.7191,0.0345,0.0449,0.3014
3127 - FUNGICIDES,MEDICINE & BABY CARE,1.08,1.1,0.0185,24.5,20.33,-0.1702,1.04,1.11,0.0673,17853.0,18470.0,0.0346,18613.0,20485.0,0.1006,47.0,55.0,0.1702,0.0046,0.004,-0.1304
3131 - TRADITIONAL & CHINESE,MEDICINE & BABY CARE,1.52,1.64,0.0789,1078.0,1088.33,0.0096,1.2,1.27,0.0583,20568.0,20342.0,-0.011,24719.0,25793.0,0.0434,1794.0,2575.0,0.4353,0.1741,0.1891,0.0862
3132 - TELON OIL,MEDICINE & BABY CARE,1.23,1.2,-0.0244,797.0,712.0,-0.1066,1.18,1.27,0.0763,33879.0,33288.0,-0.0174,40061.0,42424.0,0.059,1348.0,1676.0,0.2433,0.1308,0.1231,-0.0589
3133 - CAJUPUTI OIL,MEDICINE & BABY CARE,1.09,1.12,0.0275,495.5,434.33,-0.1235,1.13,1.17,0.0354,25557.0,27770.0,0.0866,28912.0,32510.0,0.1244,876.0,1113.0,0.2705,0.085,0.0817,-0.0388
3141 - HONEY,MEDICINE & BABY CARE,1.04,1.05,0.0096,179.0,165.67,-0.0745,1.1,1.17,0.0636,31043.0,32445.0,0.0452,34195.0,37942.0,0.1096,325.0,425.0,0.3077,0.0315,0.0312,-0.0095
3258 - TALCUM POWDER,MEDICINE & BABY CARE,1.02,1.03,0.0098,25.5,22.67,-0.111,1.06,1.13,0.066,21745.0,21426.0,-0.0147,23104.0,24283.0,0.051,48.0,60.0,0.25,0.0047,0.0044,-0.0638
3313 - WET TISSUE,MEDICINE & BABY CARE,1.28,1.29,0.0078,1565.5,1483.0,-0.0527,1.36,1.52,0.1176,19174.0,18995.0,-0.0093,26022.0,28842.0,0.1084,2307.0,2930.0,0.27,0.2239,0.2151,-0.0393
3333 - BABY COTTON,MEDICINE & BABY CARE,1.15,1.12,-0.0261,413.0,431.33,0.0444,1.05,1.11,0.0571,8020.0,7969.0,-0.0064,8417.0,8821.0,0.048,787.0,1169.0,0.4854,0.0764,0.0858,0.123
3334 - REGULER COTTON BUD,MEDICINE & BABY CARE,1.17,1.14,-0.0256,357.0,334.67,-0.0625,1.04,1.08,0.0385,8814.0,8545.0,-0.0305,9147.0,9196.0,0.0054,688.0,933.0,0.3561,0.0668,0.0685,0.0254
3411 - BABY SHAMPOO,MEDICINE & BABY CARE,1.5,1.67,0.1133,83.5,92.0,0.1018,1.15,1.15,0.0,33758.0,37966.0,0.1247,38880.0,43661.0,0.123,145.0,240.0,0.6552,0.0141,0.0176,0.2482
3412 - BABY BAR SOAP,MEDICINE & BABY CARE,1.52,1.61,0.0592,127.0,148.33,0.168,1.18,1.19,0.0085,8179.0,8504.0,0.0397,9663.0,10146.0,0.05,215.0,373.0,0.7349,0.0209,0.0274,0.311
3413 - BABY COLOGNE,MEDICINE & BABY CARE,1.84,1.58,-0.1413,100.0,105.0,0.05,1.16,1.25,0.0776,49534.0,42819.0,-0.1356,57597.0,53312.0,-0.0744,172.0,253.0,0.4709,0.0167,0.0186,0.1138
3414 - BABY TALCUM POWDER,MEDICINE & BABY CARE,1.12,1.09,-0.0268,209.0,180.33,-0.1372,1.06,1.12,0.0566,13578.0,13141.0,-0.0322,14441.0,14689.0,0.0172,393.0,484.0,0.2316,0.0381,0.0355,-0.0682
"3415 - BABY LOTION, OIL & CREAM",MEDICINE & BABY CARE,1.29,1.41,0.093,477.0,463.67,-0.0279,1.19,1.27,0.0672,32449.0,34921.0,0.0762,38744.0,44401.0,0.146,799.0,1094.0,0.3692,0.0775,0.0803,0.0361
3416 - BABY LIQUID SOAP,MEDICINE & BABY CARE,1.17,1.16,-0.0085,734.0,724.67,-0.0127,1.23,1.33,0.0813,36920.0,35437.0,-0.0402,45355.0,47235.0,0.0415,1195.0,1631.0,0.3649,0.116,0.1198,0.0328
3417 - BABY LIQUID DET & SOFTENER,MEDICINE & BABY CARE,1.37,1.32,-0.0365,56.0,54.67,-0.0237,1.3,1.43,0.1,43915.0,40200.0,-0.0846,57192.0,57329.0,0.0024,86.0,115.0,0.3372,0.0083,0.0084,0.012
3421 - KIDS SHAMPOO,MEDICINE & BABY CARE,1.14,1.1,-0.0351,209.5,187.67,-0.1042,1.1,1.16,0.0545,19069.0,18858.0,-0.0111,20971.0,21936.0,0.046,381.0,484.0,0.2703,0.037,0.0355,-0.0405
3422 - KIDS COLOGNE,MEDICINE & BABY CARE,1.06,1.16,0.0943,172.5,182.0,0.0551,1.1,1.17,0.0636,18520.0,19888.0,0.0739,20348.0,23252.0,0.1427,314.0,467.0,0.4873,0.0305,0.0343,0.1246
